entropy,file_length,max_line_length,nb_lines,eval_count,exec_count,obfuscation_count,fs_count,network_input_count,special_char_ratio,avg_var_length,long_vars_count,whitespace_ratio,label
5.922,287,168,8,2,0,2,1,2,0.24390243902439024,6.666666666666667,0,0.041811846689895474,1
5.983,79356,372,1908,3,7,3,7,236,0.3268813952316145,5.921610169491525,59,0.1254851555017894,1
4.988,102,39,5,0,0,1,0,2,0.3431372549019608,4.5,0,0.11764705882352941,1
5.794,17339,124,463,0,3,3,4,37,0.23680719764692312,5.410194174757281,0,0.14770171290155143,1
5.199,1486,100,20,0,0,0,0,0,0.6144010767160162,2.1623931623931623,0,0.014131897711978465,1
5.344,8100,454,222,0,4,0,0,2,0.1985185185185185,6.0,0,0.1514814814814815,1
6.05,24937,238,118,0,0,0,0,1,0.04338934113967197,6.5,0,0.004932429722901712,1
5.842,151437,39953,2557,9,9,6,10,372,0.18470387025627819,6.407495256166983,98,0.096825742718094,1
5.517,66125,785,1523,6,7,2,8,323,0.26853686200378074,4.902456647398844,48,0.1818374291115312,1
5.388,87016,3174,2481,2,7,4,6,166,0.15712052955778247,6.0898282694848085,39,0.263916980785143,1
5.618,3115,349,74,0,6,0,0,17,0.28475120385232744,6.455555555555556,1,0.08218298555377207,1
5.165,94,83,2,0,0,0,1,1,0.4148936170212766,3.75,0,0.02127659574468085,1
5.04,1486,97,20,0,0,0,0,0,0.5107671601615074,2.90188679245283,3,0.014131897711978465,1
5.626,100205,2990,1616,2,11,0,23,369,0.29249039469088367,4.972268075272367,49,0.05285165410907639,1
4.736,60,55,3,1,0,0,0,1,0.36666666666666664,6.0,0,0.06666666666666667,1
4.467,141,73,4,0,0,0,0,1,0.45390070921985815,4.0,0,0.10638297872340426,1
5.896,1566,92,18,0,0,0,0,0,0.384418901660281,6.722222222222222,7,0.13984674329501914,1
6.125,27621,24489,104,1,0,0,0,0,0.05231526736903081,0.0,0,0.017921146953405017,1
4.692,344,45,17,2,0,0,0,1,0.25,5.461538461538462,0,0.27325581395348836,1
5.992,136806,39949,2488,6,9,3,21,317,0.20532725172872535,5.984009360374415,55,0.09783927605514378,1
4.635,12968,1045,90,1,0,0,0,2,0.3333590376310919,7.915371329879102,0,0.029225786551511413,1
5.089,1456,125,17,0,0,0,0,0,0.5068681318681318,2.3333333333333335,0,0.012362637362637362,1
4.408,37,11,8,1,0,0,0,1,0.35135135135135137,6.0,0,0.24324324324324326,1
4.862,38705,487,935,0,4,0,3,8,0.22741247900788011,6.2171156893819335,45,0.2909701588941997,1
5.259,490,126,10,0,0,0,0,3,0.3224489795918367,6.666666666666667,0,0.10204081632653061,1
5.025,54344,2220,1308,2,1,0,7,95,0.2804173413808332,6.289312977099237,85,0.2781355807448844,1
4.838,55,55,1,0,0,0,0,1,0.36363636363636365,9.0,0,0.01818181818181818,1
5.673,758495,91,9369,1,0,0,0,0,7.383041417543953e-05,9.0,0,0.012383733577676847,1
4.716,98,30,7,0,0,0,0,2,0.336734693877551,4.5,0,0.11224489795918367,1
4.608,11042,927,79,1,0,0,0,2,0.34278210469117915,8.053254437869823,0,0.032421662742256836,1
5.999,211118,210787,15,1,0,4,0,0,0.03709300012315388,9.5,0,0.0001705207514281113,1
5.218,891,151,21,1,0,0,0,10,0.23793490460157127,9.0,6,0.19640852974186307,1
5.763,99408,636,2126,5,7,8,10,477,0.2645863511990987,5.62580923608114,93,0.13730283276999838,1
6.024,13774,13772,3,1,0,0,0,0,0.032815449397415423,13.0,1,0.000363002758820967,1
5.672,709804,91,8661,1,0,0,0,0,7.74861792832951e-05,9.0,0,0.012235772128643964,1
6.007,23749,23715,7,1,0,2,0,0,0.03309613036338372,5.0,0,0.0003368562886858394,1
5.534,73950,482,2136,2,8,4,10,30,0.28572008113590264,6.206788511749347,76,0.1473292765382015,1
6.087,21008,426,255,1,0,2,0,3,0.04384044173648134,7.133333333333334,0,0.012614242193450115,1
4.929,10432,87,406,0,1,1,9,8,0.2561349693251534,4.293064876957494,8,0.3113496932515337,1
5.257,2198,159,56,0,0,0,2,13,0.2843494085532302,5.75,0,0.15241128298453138,1
5.472,876,854,3,0,0,0,0,8,0.3344748858447489,8.34375,2,0.028538812785388126,1
6.12,1281,85,16,0,0,0,0,0,0.3871975019516003,7.038461538461538,6,0.07338017174082748,1
5.477,36742,190,1152,7,0,1,0,54,0.28433400468129116,5.351883080382237,26,0.1636002395079201,1
5.356,66890,183,2502,0,1,6,4,81,0.2873822693975183,6.175287356321839,52,0.16107041411272238,1
6.18,2556,255,16,1,0,0,0,0,0.12206572769953052,3.0789473684210527,0,0.008215962441314555,1
5.551,58708,695,1420,1,11,0,14,172,0.2973870682019486,4.972477064220183,52,0.08692171424678068,1
5.224,55673,2220,1308,2,1,0,7,95,0.29773858064052594,6.289312977099237,85,0.27149605733479426,1
5.685,19191,637,237,1,0,1,0,0,0.0637277890677922,6.285714285714286,0,0.016570267312802877,1
5.625,79573,1264,1635,10,8,6,9,389,0.26551719804456286,5.004768392370572,50,0.15922486270468628,1
5.3,2732,347,94,0,9,0,0,15,0.20607613469985359,6.089285714285714,4,0.18118594436310395,1
5.483,22000,492,583,0,0,0,0,84,0.2731363636363636,5.464788732394366,6,0.11872727272727272,1
5.824,152718,565,3557,4,16,14,19,655,0.29703112927094383,5.802478902953586,151,0.07022093008027869,1
5.317,416,116,23,0,0,0,0,0,0.33413461538461536,2.533333333333333,0,0.10336538461538461,1
5.156,7037,187,239,2,0,8,1,11,0.20775898820520108,4.435064935064935,2,0.2779593576808299,1
5.673,654798,91,8189,1,0,0,0,0,8.094099248928677e-05,9.0,0,0.012542799458764383,1
5.03,80,50,4,0,0,0,0,2,0.325,5.5,0,0.075,1
4.685,12488,1072,79,1,0,0,0,2,0.2973254324151185,7.983935742971887,0,0.028667520819987188,1
5.238,191,191,1,1,0,1,0,4,0.33507853403141363,5.5,0,0.04712041884816754,1
5.487,1356,99,43,0,0,0,1,6,0.3281710914454277,5.68,0,0.1710914454277286,1
5.55,32731,415,1033,1,10,0,7,63,0.2766184962268186,5.263242375601926,8,0.13668998808469035,1
4.393,26,26,1,1,0,0,0,1,0.46153846153846156,6.0,0,0.07692307692307693,1
5.351,358,80,14,0,0,1,0,3,0.29608938547486036,6.666666666666667,0,0.09776536312849161,1
4.738,160,26,13,1,0,1,0,1,0.225,7.0,0,0.24375,1
4.105,15693,120,412,0,3,1,1,10,0.14242018734467596,5.470588235294118,0,0.45313196966800484,1
5.165,94,83,2,0,0,0,1,1,0.4148936170212766,3.75,0,0.02127659574468085,1
4.796,56,25,4,0,0,0,0,1,0.30357142857142855,7.666666666666667,0,0.10714285714285714,1
5.076,235,61,18,0,0,0,0,0,0.4978723404255319,2.3684210526315788,0,0.22127659574468084,1
4.582,456,49,20,0,0,0,0,0,0.2631578947368421,4.714285714285714,0,0.2565789473684211,1
5.286,15269,89,486,0,0,0,1,0,0.2809614251096994,7.059340659340659,127,0.23524788787739864,1
5.23,1466,125,18,0,0,0,0,0,0.5081855388813097,2.2735042735042734,0,0.01296043656207367,1
5.645,29145,29144,2,2,0,0,0,0,0.03400240178418253,9.96,0,0.0002401784182535598,1
5.577,62707,349,1457,0,0,2,6,114,0.2834930709490169,5.778810408921933,71,0.14102093865118726,1
4.975,228,71,8,0,0,0,1,2,0.39035087719298245,2.7857142857142856,0,0.18421052631578946,1
5.169,1456,127,17,1,0,0,0,0,0.5068681318681318,2.185840707964602,0,0.012362637362637362,1
5.385,82,28,7,0,0,0,0,1,0.5609756097560976,3.75,0,0.12195121951219512,1
6.033,63408,62549,32,1,0,0,0,4,0.041619354024728744,7.6,2,0.0021132980065606865,1
5.388,86084,177,2553,8,3,6,12,0,0.26230193764230286,4.329411764705882,53,0.20244180103155057,1
3.93,44,43,2,0,0,0,0,3,0.7045454545454546,5.0,0,0.022727272727272728,1
7.182,422813,133907,1805,65,1,4,5,612,0.5141492811242795,2.7536257056013893,50,0.03093329675293806,1
5.207,575,71,19,1,0,1,0,1,0.27304347826086955,2.5714285714285716,0,0.10608695652173913,1
6.126,5018,3090,67,0,0,1,2,4,0.13431646074133122,4.0673076923076925,0,0.06456755679553607,1
5.18,1486,102,20,1,0,0,0,0,0.40713324360699865,2.7761194029850746,1,0.014131897711978465,1
5.281,34821,629,1074,3,1,3,0,0,0.32153011113982943,4.459798994974874,27,0.2043307199678355,1
3.517,195,59,5,0,0,0,0,0,0.8974358974358975,2.0,0,0.020512820512820513,1
5.19,1469,104,19,0,0,0,0,1,0.5119128658951668,2.1774193548387095,0,0.013614703880190605,1
5.869,1678,93,19,0,0,0,0,0,0.3599523241954708,7.490909090909091,12,0.14779499404052443,1
5.756,84128,84018,6,1,0,1,0,0,0.0054440852034994295,10.0,0,0.00021395968048687714,1
5.736,478336,478336,1,2,0,0,0,0,0.03992381924003211,9.96,0,1.2543484078137543e-05,1
5.763,99408,636,2126,5,7,8,10,477,0.2645863511990987,5.62580923608114,93,0.13730283276999838,1
6.075,134735,39947,2203,7,9,9,14,411,0.2158978736037407,6.18885306310456,44,0.06873492411029057,1
4.461,1204,108,66,0,0,1,0,0,0.2516611295681063,3.2432432432432434,0,0.36046511627906974,1
5.819,86593,119,1192,0,0,0,0,2,0.04648181723695911,7.0,0,0.0415276061575416,1
5.585,124944,7487,3871,6,13,7,19,229,0.24058778332693045,5.742738589211618,81,0.16478582404917402,1
6.03,36825,36642,8,1,0,2,0,0,0.03361846571622539,6.5,0,0.0006245756958587915,1
5.542,60446,10905,188,6,7,2,8,321,0.2919796181715912,4.912216532553036,48,0.10578036594646462,1
6.099,1183,85,15,1,0,0,0,0,0.3981403212172443,7.1,8,0.07945900253592561,1
4.625,32,32,1,1,0,0,0,1,0.40625,9.0,0,0.0625,1
4.829,90,57,4,0,0,0,0,1,0.3111111111111111,5.666666666666667,0,0.07777777777777778,1
6.008,63840,63592,19,1,0,2,0,0,0.0350093984962406,6.0,0,0.0008928571428571428,1
5.708,45033,91,554,1,0,0,0,0,0.0012213265827282216,9.0,0,0.012835032087580219,1
5.82,86598,131,1192,0,0,0,0,2,0.0465137762996836,7.6923076923076925,0,0.041525208434374926,1
6.011,25172,25140,2,1,0,2,0,0,0.035436198951215636,0.0,0,0.0006753535674559034,1
5.937,308734,30070,6147,9,32,15,21,840,0.24691481987730537,5.882618888144675,287,0.10267414667642695,1
5.112,1058,118,48,0,0,0,1,2,0.23440453686200377,8.4375,2,0.14933837429111532,1
5.586,164110,3544,3285,4,39,10,14,38,0.26056303698738653,5.745988577644819,373,0.13667661934068612,1
5.673,42338,228,1367,1,8,4,21,58,0.24032783787613965,5.240184757505774,14,0.11538098162407294,1
6.001,128984,128975,3,1,0,2,0,0,0.03274824784469391,0.0,0,1.5505799168889165e-05,1
6.15,1262,84,16,0,0,0,0,0,0.3866877971473851,7.959183673469388,10,0.060221870047543584,1
5.796,108318,599,2296,4,7,6,9,464,0.29555567864990123,5.809780515979977,84,0.12942447238686092,1
5.564,7817,210,179,0,0,0,0,37,0.2905206600997825,6.365131578947368,15,0.11359856722527824,1
5.676,264001,93,3224,1,0,0,0,0,0.00021212040863481579,9.0,0,0.012302983700819316,1
5.126,481,232,10,0,0,0,0,2,0.2806652806652807,7.444444444444445,0,0.11642411642411643,1
5.38,76794,613,1747,1,0,6,8,107,0.28381123525275415,5.7998822836962916,132,0.18928562127249524,1
5.59,190669,11591,3324,6,44,13,17,56,0.232040866632751,5.800102774922919,408,0.14207343616424276,1
6.009,10276,10267,3,1,0,2,0,0,0.033281432463993774,0.0,0,0.00019462826002335538,1
5.351,3533,3532,2,1,0,0,0,0,0.21737899801868102,17.0,23,0.026889329181998302,1
4.483,142,41,14,2,0,0,0,0,0.49295774647887325,3.25,0,0.09154929577464789,1
4.829,11901,234,416,1,1,2,1,14,0.16107890093269472,6.897233201581027,30,0.29619359717670785,1
5.56,219865,120043,1053,9,9,6,10,383,0.13716143997452981,6.322248243559719,76,0.048120437541218475,1
5.755,227911,227904,3,1,0,1,0,0,0.0044622681660823746,0.0,0,1.3163032938296089e-05,1
5.821,102751,599,2189,4,7,6,9,405,0.29221126801685626,5.880982105701206,89,0.11749763992564549,1
5.839,43396,459,1275,1,14,4,5,97,0.2043045441976219,5.273897058823529,5,0.1280302332012167,1
4.895,47,38,3,1,0,1,0,0,0.40425531914893614,6.0,0,0.0425531914893617,1
4.182,224,53,9,0,0,0,0,2,0.6473214285714286,3.142857142857143,0,0.24553571428571427,1
5.831,13853,12688,3,1,0,0,0,0,0.030895834837219374,10.0,0,0.0005053057099545225,1
5.237,1486,101,20,0,0,0,0,0,0.40713324360699865,2.504201680672269,0,0.014131897711978465,1
5.281,34821,629,1074,3,1,3,0,0,0.32153011113982943,4.459798994974874,27,0.2043307199678355,1
4.658,81,56,4,1,1,0,0,0,0.2839506172839506,0.0,0,0.19753086419753085,1
5.501,50779,1243,1239,7,8,0,6,184,0.28078536402843696,4.7791469194312794,40,0.14504027255361468,1
6.039,2977,1164,35,2,0,10,0,0,0.15384615384615385,7.071428571428571,19,0.07356399059455827,1
5.618,4934,451,229,1,1,1,0,44,0.30867450344548036,5.660869565217391,4,0.12910417511147143,1
5.208,73626,73625,2,1,0,0,0,0,0.2244587509847065,11.86046511627907,23,0.06076657702442072,1
6.151,1804,1804,1,0,0,0,0,0,0.12084257206208426,8.307692307692308,2,0.007760532150776054,1
4.702,39,39,1,0,0,0,0,1,0.5641025641025641,4.0,0,0.02564102564102564,1
4.593,36,27,3,1,0,0,0,1,0.3888888888888889,9.0,0,0.16666666666666666,1
5.483,7205,106,297,0,2,0,4,24,0.28160999306037476,5.714285714285714,27,0.17779319916724498,1
5.406,295,55,11,1,0,0,0,1,0.2576271186440678,6.0,0,0.1016949152542373,1
5.184,1449,139,17,0,0,0,0,0,0.4030365769496204,2.8515625,1,0.012422360248447204,1
5.672,597621,91,7383,1,0,0,0,0,8.868496923635549e-05,9.0,0,0.012394142776107266,1
5.319,42538,343,1454,1,11,0,8,65,0.2637406554139828,6.009933774834437,47,0.22786684846490196,1
6.025,24753,24589,8,1,0,0,0,0,0.03555124631357815,12.8,3,0.0006867854401486689,1
6.097,170854,40328,2460,11,8,13,13,57,0.18728270921371462,7.072218607677294,289,0.08621981340793894,1
5.616,99706,98836,27,1,0,1,0,0,0.006097927908049666,8.0,1,0.0025274306460995326,1
6.01,44342,44223,7,1,0,2,0,0,0.03195615894637139,6.666666666666667,0,0.0007442154165351135,1
4.969,46,14,7,1,0,0,0,1,0.5217391304347826,6.0,0,0.17391304347826086,1
4.279,1080,120,16,0,0,0,0,1,0.4777777777777778,5.363636363636363,0,0.22314814814814815,1
5.213,615,160,9,0,0,0,0,3,0.31382113821138213,6.666666666666667,0,0.06829268292682927,1
5.608,15878,452,501,2,0,0,4,54,0.3171054288953269,6.163841807909605,39,0.07872528026199774,1
5.09,9478,242,322,1,10,0,0,24,0.25026376872757966,7.138613861386139,16,0.287824435534923,1
6.096,1190,86,15,1,0,0,0,0,0.3873949579831933,8.23404255319149,11,0.073109243697479,1
6.026,8972,8971,2,1,0,0,0,0,0.03410610789121712,12.0,1,0.00044583147570218456,1
5.018,358,54,22,1,0,0,0,0,0.276536312849162,4.7368421052631575,0,0.18435754189944134,1
5.855,1943,94,22,0,0,0,0,0,0.38394235717961916,7.137931034482759,9,0.15079773546062789,1
5.177,147,71,5,0,0,0,0,1,0.3129251700680272,5.571428571428571,0,0.061224489795918366,1
5.153,244,77,10,1,0,1,2,0,0.3237704918032787,2.0,0,0.08196721311475409,1
4.901,1770,153,76,0,2,0,0,4,0.20508474576271185,5.25,0,0.2983050847457627,1
5.818,85773,117,1182,0,0,0,0,2,0.046739650006412274,6.461538461538462,0,0.04155153719702004,1
5.477,121,121,1,0,0,2,1,0,0.21487603305785125,0.0,0,0.008264462809917356,1
5.909,135598,39949,2488,6,9,3,21,317,0.19824776176639775,5.984009360374415,55,0.09871089544093571,1
5.298,11463,236,749,2,0,2,0,18,0.2129460001744744,5.898089171974522,0,0.2426938846724243,1
4.279,1080,120,16,0,0,0,0,1,0.4777777777777778,5.363636363636363,0,0.22314814814814815,1
5.433,1474,1474,1,2,1,4,0,23,0.33649932157394846,5.597222222222222,8,0.0033921302578018998,1
4.948,110,101,3,2,0,0,0,1,0.33636363636363636,5.666666666666667,0,0.045454545454545456,1
4.634,100871,100577,9,1,2,1,3,4,0.24953653676477877,5.996763754045308,0,0.041766216256406696,1
5.717,61080,416,1772,1,38,5,19,220,0.2945153896529142,5.6515723270440255,137,0.11656843483955469,1
4.815,74,64,3,0,0,0,0,1,0.3108108108108108,9.5,0,0.13513513513513514,1
5.914,226800,31483,3578,5,56,13,16,90,0.2100132275132275,5.751662404092071,386,0.09233245149911816,1
4.073,362,362,1,0,0,0,0,0,0.5441988950276243,3.8947368421052633,0,0.0,1
5.391,40555,544,927,1,12,0,5,47,0.2754037726544199,6.166666666666667,36,0.13179632597706817,1
6.122,17092,714,338,0,0,0,0,2,0.3389304937982682,6.573333333333333,23,0.10051486075356893,1
5.398,9446,193,344,1,2,0,1,17,0.22157526995553672,9.441666666666666,50,0.18028795257251748,1
5.234,212,47,11,1,0,0,0,1,0.2688679245283019,8.4,2,0.08490566037735849,1
5.025,54344,2220,1308,2,1,0,7,95,0.2804173413808332,6.289312977099237,85,0.2781355807448844,1
4.066,1165,1165,1,0,0,0,0,0,0.4978540772532189,2.0,0,0.0034334763948497852,1
4.776,52387,465,1233,0,21,0,6,10,0.23064882509019413,5.766612641815235,85,0.31057323381755014,1
4.844,101,92,3,0,0,0,0,2,0.45544554455445546,4.5,0,0.12871287128712872,1
5.621,3858,2738,30,0,0,0,2,13,0.21721099015033696,3.8932038834951457,0,0.15085536547433903,1
4.278,22,22,1,1,0,0,0,1,0.5909090909090909,6.0,0,0.0,1
5.57,227833,227759,7,1,0,0,0,0,0.0008866143183823238,23.0,33,7.90052362914942e-05,1
4.726,1095,68,37,0,1,0,1,0,0.19726027397260273,5.294117647058823,1,0.3050228310502283,1
5.819,4119,4119,1,2,0,0,0,0,0.08545763534838553,9.96,0,0.0014566642388929353,1
5.177,1466,119,18,0,0,0,0,0,0.40313778990450205,2.8076923076923075,1,0.01296043656207367,1
5.307,158612,991,7006,5,40,11,14,24,0.25092048520918975,5.732421875,361,0.2272400574988021,1
5.292,12415,424,755,0,3,0,2,19,0.2640354409987918,5.6503067484662575,4,0.21715666532420458,1
5.713,73656,2104,1722,1,2,1,3,18,0.2602231997393288,5.4491525423728815,83,0.12574671445639188,1
5.147,5758,291,181,0,1,0,2,23,0.2657172629385203,5.659574468085107,5,0.22924626606460577,1
5.407,6432,6431,2,1,0,0,0,0,0.19916044776119404,17.0,23,0.054104477611940295,1
6.024,252175,251951,11,1,0,0,0,0,0.039837414493903045,5.0588235294117645,15,0.001007237037771389,1
4.995,198,197,2,1,0,0,0,1,0.46464646464646464,2.2857142857142856,0,0.010101010101010102,1
4.693,21786,21783,2,1,1,0,0,6,0.3254383549068209,9.042857142857143,20,0.017901404571743322,1
4.278,72,25,6,1,0,0,0,0,0.5138888888888888,2.0,0,0.2916666666666667,1
5.506,65989,785,1519,6,7,2,8,320,0.26701419933625303,4.92014652014652,49,0.18243949749200625,1
5.668,92156,89944,36,1,0,1,0,0,0.005740266504622596,3.0,0,0.0008680932332132471,1
5.423,8217,122,303,0,0,0,2,39,0.30741146403797004,5.12280701754386,0,0.10514786418400876,1
5.016,842,55,32,1,0,1,0,2,0.2505938242280285,5.086956521739131,4,0.21258907363420426,1
5.446,233,72,7,0,0,0,0,2,0.33047210300429186,6.5,0,0.09012875536480687,1
5.751,160361,160361,1,2,0,0,0,0,0.036193338779379025,9.96,0,3.741558109515406e-05,1
5.671,666973,86,8139,1,0,0,0,0,7.796417546137549e-05,9.0,0,0.012237376925302823,1
5.648,272,106,15,1,0,0,0,4,0.3161764705882353,6.0,0,0.08455882352941177,1
3.358,193441,192794,24,0,0,0,0,0,0.25594884228265985,9.8,2,0.0005686488386639854,1
6.782,738,397,11,0,0,0,0,0,0.6585365853658537,0.0,0,0.07046070460704607,1
5.031,90,90,1,0,0,0,0,1,0.2777777777777778,5.0,0,0.044444444444444446,1
5.36,861,849,4,1,0,0,0,0,0.19396051103368175,7.0,0,0.005807200929152149,1
4.76,67,58,3,0,0,0,0,1,0.31343283582089554,9.0,0,0.05970149253731343,1
4.384,40,20,4,0,0,0,0,1,0.5,3.3333333333333335,0,0.075,1
4.749,5793,71,194,1,0,0,0,3,0.1829794579665113,7.379310344827586,11,0.36854824788537893,1
4.149,94,33,5,0,0,0,0,0,0.5851063829787234,2.0,0,0.24468085106382978,1
5.153,1476,104,19,0,0,0,0,0,0.4051490514905149,2.4453781512605044,1,0.013550135501355014,1
5.122,3955,120,128,0,0,0,0,10,0.22174462705436157,5.8,0,0.22098609355246523,1
4.745,74,38,4,2,0,0,0,1,0.5,6.0,0,0.14864864864864866,1
5.215,97,49,6,0,1,0,0,2,0.32989690721649484,8.0,0,0.1134020618556701,1
5.662,189,188,2,1,0,1,0,0,0.05291005291005291,0.0,0,0.010582010582010581,1
5.672,709804,91,8661,1,0,0,0,0,7.74861792832951e-05,9.0,0,0.012235772128643964,1
5.704,1264,593,21,0,0,0,0,8,0.2848101265822785,4.967213114754099,0,0.09177215189873418,1
5.672,438827,91,5356,1,0,0,0,0,0.00012533412939495518,9.0,0,0.012259956657179253,1
5.454,4904,106,177,0,2,2,0,0,0.216557911908646,8.465753424657533,14,0.14090538336052202,1
5.293,198,73,6,0,0,0,0,1,0.29797979797979796,6.666666666666667,0,0.10101010101010101,1
5.797,2866,2866,1,0,0,0,0,0,0.11339846475924634,7.291666666666667,6,0.08827634333565945,1
5.484,79,29,10,1,0,0,0,1,0.6075949367088608,6.0,0,0.1518987341772152,1
6.013,38202,38092,5,1,0,2,0,0,0.03342756923721271,6.666666666666667,0,0.0004711795193968902,1
5.615,161909,2289,3149,4,36,9,14,24,0.2685459115923142,5.721302863146835,378,0.11936334607711739,1
5.467,19534,295,659,0,7,0,6,37,0.299989761441589,7.27808988764045,46,0.15736664277669704,1
5.3,198,72,7,0,0,0,0,1,0.29797979797979796,6.666666666666667,0,0.10101010101010101,1
5.679,159452,3543,3070,4,36,9,13,20,0.2763088578380955,5.726742645109992,379,0.11671223942001355,1
5.506,65989,785,1519,6,7,2,8,320,0.26701419933625303,4.92014652014652,49,0.18243949749200625,1
2.869,1106,119,36,0,0,0,0,1,0.9177215189873418,3.0172413793103448,0,0.05605786618444846,1
5.824,174864,7477,2151,11,49,15,35,678,0.2356288315490896,5.5426829268292686,96,0.12974082715710494,1
4.803,175021,175018,2,0,1,6,4,81,0.35362042269213406,8.754208754208754,159,0.00713057290268025,1
5.56,219865,120043,1053,9,9,6,10,383,0.13716143997452981,6.322248243559719,76,0.048120437541218475,1
5.511,65950,785,1517,6,7,2,8,320,0.2675815011372252,4.861918604651163,44,0.1822592873388931,1
5.02,87257,9100,2301,2,7,3,5,152,0.14361025476466072,5.993911719939117,31,0.3407634917542432,1
5.621,162802,3543,3158,4,36,9,14,32,0.2683566540951585,5.718928757150286,378,0.11905873392218769,1
5.82,86598,131,1192,0,0,0,0,2,0.0465137762996836,7.6923076923076925,0,0.041525208434374926,1
5.679,264722,85,3233,1,0,0,0,0,0.0002002100316558503,9.0,0,0.012299695529649973,1
5.832,3153,3152,2,2,0,0,0,0,0.10117348556929907,9.96,0,0.0022201078338090706,1
5.391,40555,544,927,1,12,0,5,47,0.2754037726544199,6.166666666666667,36,0.13179632597706817,1
5.765,137137,5859,2900,8,8,13,13,53,0.24499588003237638,7.186129032258065,312,0.12150623099528209,1
5.904,111839,7566,2030,4,4,5,5,533,0.29489712890852027,5.917441224712958,132,0.09596831159076888,1
5.296,356,89,9,2,0,1,0,0,0.2247191011235955,9.0,2,0.11797752808988764,1
4.912,89,89,1,1,0,1,0,1,0.4943820224719101,3.3333333333333335,0,0.06741573033707865,1
5.234,212,47,11,1,0,0,0,1,0.2688679245283019,8.4,2,0.08490566037735849,1
4.895,47,38,3,1,0,1,0,0,0.40425531914893614,6.0,0,0.0425531914893617,1
5.532,66701,785,1520,7,7,3,8,320,0.2644188243054827,4.929041697147038,51,0.18056700799088468,1
5.367,56029,4287,1101,3,10,4,13,84,0.18463652751253815,6.077966101694916,43,0.15372396437559122,1
5.429,340,122,8,0,0,0,0,4,0.2235294117647059,6.0,0,0.03235294117647059,1
6.019,70620,40,1724,1,0,2,0,0,0.03476352308128009,0.0,0,0.024426508071367883,1
5.444,373115,373114,2,2,0,0,0,0,0.042694611580879886,9.96,0,1.876097181834019e-05,1
5.825,78395,372,1926,3,7,3,7,236,0.2921997576376044,5.917489421720734,59,0.12730403724727343,1
6.204,119583,38092,2085,4,15,8,20,213,0.22242291964576905,5.920431827269092,128,0.09233753961683516,1
5.549,66418,998,1524,8,8,1,8,271,0.2685416603932669,4.966300366300366,48,0.16965280496251017,1
5.439,224,74,6,0,0,0,1,2,0.47767857142857145,3.0,0,0.05357142857142857,1
4.461,1204,108,66,0,0,1,0,0,0.2516611295681063,3.2432432432432434,0,0.36046511627906974,1
4.666,179,74,6,1,1,0,0,0,0.1787709497206704,0.0,0,0.1340782122905028,1
5.325,1325,87,20,0,0,0,0,0,0.45660377358490567,2.3688524590163933,0,0.015849056603773583,1
5.48,951,102,23,0,0,0,0,0,0.4027339642481598,5.9375,0,0.11041009463722397,1
5.896,1566,92,18,0,0,0,0,0,0.384418901660281,6.722222222222222,7,0.13984674329501914,1
5.863,87741,599,1917,3,7,3,7,357,0.2848041394558986,5.616533864541832,56,0.12449140082743529,1
5.742,25974,394,675,0,7,0,9,21,0.3158158158158158,6.572621035058431,51,0.1369061369061369,1
5.205,1439,133,16,0,0,0,0,0,0.5079916608756081,2.251968503937008,0,0.0118137595552467,1
5.509,36874,339,1211,1,7,0,10,56,0.2888756305255736,6.767281105990784,93,0.17475728155339806,1
4.455,34,34,1,0,0,0,0,1,0.5294117647058824,3.3333333333333335,0,0.08823529411764706,1
5.963,1718,118,58,0,6,1,1,0,0.18684516880093133,4.738095238095238,2,0.07043073341094296,1
5.158,84,75,3,0,0,0,0,1,0.2976190476190476,9.0,0,0.07142857142857142,1
6.583,242427,64183,818,46,1,3,5,558,0.42612415283776145,2.6916218696735283,4,0.03386173982270951,1
5.94,968,967,2,3,0,2,0,0,0.06198347107438017,21.0,4,0.009297520661157025,1
5.115,1248,128,52,0,0,0,0,2,0.31810897435897434,4.37037037037037,0,0.1858974358974359,1
5.983,79356,372,1908,3,7,3,7,236,0.3268813952316145,5.921610169491525,59,0.1254851555017894,1
4.858,993,122,29,1,0,0,0,0,0.29506545820745217,3.8055555555555554,0,0.29204431017119836,1
5.717,61080,416,1772,1,38,5,19,220,0.2945153896529142,5.6515723270440255,137,0.11656843483955469,1
2.883,1108,119,36,0,0,0,0,1,0.9178700361010831,3.0172413793103448,0,0.05595667870036101,1
5.544,102539,2313,2064,2,34,27,29,317,0.24872487541325738,5.829787234042553,54,0.14990393898906756,1
4.399,126,58,4,0,0,0,0,1,0.48412698412698413,4.0,0,0.1111111111111111,1
3.344,386,171,12,0,0,0,0,0,0.9637305699481865,3.9019607843137254,0,0.02849740932642487,1
4.857,274,96,10,1,0,1,0,1,0.20072992700729927,4.0,0,0.20802919708029197,1
5.414,44213,908,1502,1,11,0,8,65,0.27071223395833804,6.009933774834437,47,0.22194829575011873,1
5.305,15991,187,501,0,1,0,3,40,0.2365080357701207,6.914572864321608,22,0.20505284222375086,1
5.519,66198,785,1524,6,7,2,8,323,0.26870902444182604,4.937138728323699,48,0.18157648267319254,1
5.75,20044,91,255,1,0,0,0,0,0.002743963280782279,9.0,0,0.013919377369786469,1
4.702,2480,121,90,0,1,0,0,8,0.25161290322580643,5.645161290322581,0,0.33991935483870966,1
