entropy,file_length,max_line_length,nb_lines,eval_count,exec_count,obfuscation_count,fs_count,network_input_count,special_char_ratio,avg_var_length,long_vars_count,whitespace_ratio,label
4.278,72,25,6,1,0,0,0,0,0.5138888888888888,2.0,0,0.2916666666666667,1
4.953,1010,135,38,0,0,2,0,2,0.2396039603960396,3.6862745098039214,0,0.28316831683168314,1
5.658,1988,121,77,0,0,0,0,2,0.24396378269617705,7.2727272727272725,2,0.11519114688128773,1
5.345,113,113,1,1,0,0,0,2,0.30973451327433627,5.5,0,0.017699115044247787,1
4.614,72,32,4,0,0,0,0,1,0.2777777777777778,9.0,2,0.18055555555555555,1
5.564,121099,2502,2616,2,11,0,25,450,0.2934210852277888,5.254960914010824,77,0.06084278152585901,1
5.27,3188,176,130,3,10,0,0,2,0.25564617314930993,5.717948717948718,6,0.16844416562107906,1
4.909,74,40,5,0,0,0,0,2,0.47297297297297297,5.0,0,0.08108108108108109,1
6.004,24404,24404,1,1,0,2,0,0,0.03298639567284052,0.0,0,0.0,1
6.05,24937,238,118,0,0,0,0,1,0.04338934113967197,6.5,0,0.004932429722901712,1
4.745,74,38,4,2,0,0,0,1,0.5,6.0,0,0.14864864864864866,1
5.436,8510,150,318,0,0,0,3,40,0.3030552291421857,5.150837988826815,0,0.10975323149236192,1
5.168,70076,1716,1461,3,10,6,17,283,0.21332553227923967,5.410958904109589,71,0.2479450881899652,1
5.782,49178,490,1472,1,16,7,17,163,0.2914921306275164,5.824940047961631,127,0.11008987758753914,1
4.44,110,57,4,0,0,0,0,1,0.5727272727272728,5.333333333333333,0,0.06363636363636363,1
5.999,251850,251571,14,1,0,4,0,0,0.03707365495334525,9.333333333333334,0,0.0001270597577923367,1
5.182,1439,133,16,0,0,0,0,0,0.5079916608756081,2.2992125984251968,0,0.0118137595552467,1
5.185,1479,97,20,0,0,0,0,0,0.6173089925625422,2.15702479338843,0,0.014198782961460446,1
4.502,62,55,3,0,0,0,0,3,0.5161290322580645,5.0,0,0.0967741935483871,1
5.541,227684,1531,4256,3,34,18,35,209,0.25978110012122063,5.776302349336057,151,0.11354333198643735,1
6.088,370438,307966,407,3,0,0,0,2,0.04238766001328158,6.9245283018867925,2,0.0065193095740717745,1
5.528,160884,1570,3107,5,39,11,14,24,0.2620956714154298,5.756182795698924,377,0.15331543223689117,1
5.507,66109,785,1522,6,7,2,8,321,0.2669530623666974,4.912216532553036,48,0.18245624650198913,1
5.471,2807,279,67,0,1,0,0,9,0.2547203420021375,6.435897435897436,0,0.09796936230851443,1
5.604,75783,1263,1635,10,8,6,9,389,0.2775160656083818,5.004768392370572,50,0.11870736180937677,1
4.318,107,54,5,0,0,0,0,1,0.5887850467289719,4.0,0,0.07476635514018691,1
6.005,25066,25065,2,0,0,2,0,0,0.032234899864358096,0.0,0,0.00015957871219979256,1
5.224,1479,96,20,0,0,0,0,0,0.513184584178499,2.2388059701492535,0,0.014198782961460446,1
5.62,78051,1264,1630,10,8,6,9,385,0.2640965522542953,5.0006839945280435,50,0.16180446118563505,1
4.516,224883,8740,3134,4,13,14,19,655,0.19106379761920644,5.812134706373504,135,0.4039611709199895,1
4.329,594,594,1,0,0,2,0,0,0.07575757575757576,2.0,0,0.4276094276094276,1
4.5,88800,88629,9,1,0,1,0,0,0.0005855855855855856,12.833333333333334,4,0.0002027027027027027,1
5.618,77355,1240,1621,10,8,6,9,385,0.265671255898132,5.0006839945280435,50,0.16287247107491434,1
4.635,12968,1045,90,1,0,0,0,2,0.3333590376310919,7.915371329879102,0,0.029225786551511413,1
4.886,176,123,5,2,0,0,0,1,0.23863636363636365,5.857142857142857,0,0.08522727272727272,1
6.013,36745,36642,6,1,0,2,0,0,0.03211321268199755,6.5,0,0.0004354333922982719,1
4.698,59,50,3,0,0,0,0,1,0.4406779661016949,9.0,0,0.0847457627118644,1
5.623,96370,2990,1552,1,9,0,23,363,0.2908062675106361,5.018906840838776,46,0.053076683615232954,1
5.227,1449,124,17,0,0,0,0,0,0.6155969634230504,2.1636363636363636,0,0.012422360248447204,1
5.971,1655,93,19,0,0,0,0,0,0.35166163141993956,7.677966101694915,7,0.13897280966767372,1
5.289,216,53,7,0,0,0,0,2,0.30092592592592593,4.333333333333333,0,0.12962962962962962,1
5.648,22693,594,748,13,0,0,1,202,0.3363151632662054,5.4875,3,0.06583527960163928,1
6.104,1389,88,17,0,0,0,0,0,0.38660907127429806,7.711111111111111,15,0.08063354931605471,1
6.007,91810,91741,2,0,0,0,0,0,0.033591112079294196,6.571428571428571,2,4.3568238753948375e-05,1
5.224,145,67,9,0,0,0,0,1,0.2896551724137931,9.0,0,0.1310344827586207,1
5.3,198,72,7,0,0,0,0,1,0.29797979797979796,6.666666666666667,0,0.10101010101010101,1
4.776,52387,465,1233,0,21,0,6,10,0.23064882509019413,5.766612641815235,85,0.31057323381755014,1
4.844,51,51,1,0,0,0,0,1,0.3137254901960784,6.0,0,0.0196078431372549,1
3.999,37,37,1,0,0,0,0,3,0.5135135135135135,6.0,0,0.0,1
6.138,1247,84,16,0,0,0,0,0,0.4186046511627907,6.6521739130434785,6,0.07457898957497995,1
4.647,11744,1034,79,1,0,0,0,2,0.30798705722070846,7.903292181069959,0,0.030483651226158037,1
4.323,120,19,9,1,0,0,0,0,0.825,2.75,0,0.11666666666666667,1
4.491,217,217,1,1,0,0,0,0,0.5668202764976958,2.9,0,0.09216589861751152,1
5.433,108,33,6,0,0,0,0,1,0.35185185185185186,8.0,0,0.06481481481481481,1
4.149,94,33,5,0,0,0,0,0,0.5851063829787234,2.0,0,0.24468085106382978,1
5.027,106,97,3,1,0,1,0,1,0.41509433962264153,6.666666666666667,0,0.07547169811320754,1
6.015,60244,60018,12,1,0,0,0,0,0.031969988712568884,4.6,0,0.0005809707190757586,1
5.076,95,47,5,0,0,0,0,2,0.3157894736842105,5.5,0,0.08421052631578947,1
5.799,103892,599,2206,4,7,5,9,407,0.2968467254456551,5.93805685193042,91,0.12341662495668579,1
5.895,139821,2657,2901,4,8,11,13,12,0.23791848148704414,5.617103235747304,275,0.10001358880282647,1
5.623,42672,1505,662,5,15,1,3,152,0.2818241469816273,5.977827050997782,16,0.07794338207724034,1
6.01,44342,44223,7,1,0,2,0,0,0.03195615894637139,6.666666666666667,0,0.0007442154165351135,1
5.371,239,183,5,1,0,1,0,4,0.3263598326359833,5.0,0,0.06694560669456066,1
4.5,88800,88629,9,1,0,1,0,0,0.0005855855855855856,12.833333333333334,4,0.0002027027027027027,1
4.923,107566,1394,2017,9,9,2,8,294,0.2787683840618783,5.265741728922092,53,0.27664875518286447,1
5.42,1494,1493,2,3,1,4,0,23,0.3333333333333333,5.5,8,0.004016064257028112,1
4.631,56,46,4,0,0,0,0,1,0.3392857142857143,6.0,0,0.125,1
5.311,1322,93,19,0,0,0,0,0,0.4523449319213313,2.3185840707964602,0,0.015128593040847202,1
5.092,2976,78,128,0,2,0,0,0,0.33803763440860213,2.9705882352941178,0,0.13239247311827956,1
4.59,226,99,6,1,0,0,0,1,0.6061946902654868,3.4285714285714284,0,0.02654867256637168,1
6.782,738,397,11,0,0,0,0,0,0.6585365853658537,0.0,0,0.07046070460704607,1
5.223,1446,134,16,0,0,0,0,0,0.6120331950207469,2.1551724137931036,0,0.011756569847856155,1
6.36,257441,53564,1355,47,1,1,2,556,0.4019600607517839,2.6941019660113295,16,0.03316488049689055,1
4.418,1304,74,45,0,4,0,0,2,0.20475460122699388,6.235294117647059,0,0.3834355828220859,1
5.992,136806,39949,2488,6,9,3,21,317,0.20532725172872535,5.984009360374415,55,0.09783927605514378,1
4.802,33,32,2,1,0,0,0,1,0.42424242424242425,9.0,0,0.06060606060606061,1
5.26,102,102,1,0,0,0,0,3,0.35294117647058826,6.0,0,0.0196078431372549,1
5.785,3557,144,90,0,0,0,0,13,0.30981163902164743,6.19672131147541,0,0.07534439134101771,1
4.475,169888,2055,2136,8,9,13,16,262,0.12041462610661141,5.115535248041775,64,0.43438029760783575,1
5.623,42672,1505,662,5,15,1,3,152,0.2818241469816273,5.977827050997782,16,0.07794338207724034,1
6.006,12040,12013,4,1,0,3,0,0,0.03388704318936877,0.0,0,0.0003322259136212625,1
4.683,39,29,4,1,0,0,0,1,0.358974358974359,8.0,0,0.07692307692307693,1
5.96,1330,89,16,0,0,0,0,0,0.39398496240601505,6.914893617021277,14,0.11428571428571428,1
5.537,30376,2315,694,1,6,0,4,95,0.3022122728469845,5.248234106962664,8,0.09800500395048722,1
4.322,40,31,3,0,0,0,0,2,0.475,9.0,0,0.05,1
5.751,7264,5173,57,0,0,22,0,14,0.3091960352422907,4.85,0,0.05547907488986784,1
5.833,79445,5859,1612,4,7,10,10,196,0.24859966014223678,5.968131868131868,25,0.12669142173830952,1
5.617,1329,144,18,0,1,1,1,1,0.22498118886380739,5.666666666666667,0,0.08276899924755456,1
5.935,1325,89,16,0,0,0,0,0,0.37735849056603776,8.565217391304348,15,0.10943396226415095,1
4.021,489401,492,11475,28,22,3,1,16,0.12352651506637706,6.655333333333333,287,0.46033212028581877,1
4.055,12151,114,326,0,3,0,0,7,0.14023537157435603,5.651162790697675,0,0.46893259814007077,1
5.313,1332,85,20,0,0,0,0,1,0.5698198198198198,2.2212389380530975,0,0.015765765765765764,1
5.556,74498,482,2136,2,8,4,10,30,0.29097425434239843,6.206788511749347,76,0.14624553679293403,1
5.356,663,72,34,0,0,0,0,1,0.2549019607843137,13.5,3,0.12217194570135746,1
4.634,93,28,9,0,0,0,0,0,0.3978494623655914,2.0,0,0.12903225806451613,1
5.598,56627,540,1635,1,6,1,8,30,0.2974022992565384,5.366666666666666,42,0.14351810973563847,1
4.784,58,38,4,0,0,0,0,2,0.41379310344827586,3.5,0,0.05172413793103448,1
4.698,77,52,4,2,0,0,0,1,0.3246753246753247,5.0,0,0.19480519480519481,1
4.385,638,46,29,1,0,2,0,3,0.22884012539184953,6.157894736842105,0,0.3887147335423197,1
5.515,160573,1570,3121,4,39,9,14,27,0.2633568532692296,5.765758547008547,384,0.15423514538558786,1
5.613,8996,1000,181,0,1,0,2,21,0.29424188528234774,5.354700854700854,0,0.09782125389061805,1
4.207,284,40,15,2,0,0,0,2,0.2323943661971831,6.666666666666667,0,0.4119718309859155,1
6.006,12040,12013,4,1,0,3,0,0,0.03388704318936877,0.0,0,0.0003322259136212625,1
6.075,171775,1024,3404,6,22,11,12,270,0.19747343909183526,5.914025356576862,155,0.11952263134914859,1
4.198,575,575,1,1,0,1,0,0,0.059130434782608696,2.0,0,0.44173913043478263,1
4.884,92,41,4,1,0,0,0,0,0.358695652173913,0.0,0,0.09782608695652174,1
5.348,434,94,18,0,0,0,1,4,0.3064516129032258,5.0,0,0.08986175115207373,1
6.012,99550,99340,10,0,0,0,0,0,0.0359919638372677,5.0,0,0.00030135610246107485,1
5.083,92,48,6,1,0,0,0,2,0.41304347826086957,6.0,0,0.06521739130434782,1
5.097,1446,137,16,0,0,0,0,0,0.5055325034578146,2.0982142857142856,0,0.011756569847856155,1
4.671,131627,348,4044,1,0,2,0,0,0.1444308538521732,7.53134328358209,584,0.33950481284234996,1
5.2,1466,122,18,0,0,0,0,0,0.40313778990450205,2.853846153846154,1,0.01296043656207367,1
2.883,1108,119,36,0,0,0,0,1,0.9178700361010831,3.0172413793103448,0,0.05595667870036101,1
5.522,1073,67,42,0,1,0,3,3,0.2413793103448276,5.351351351351352,0,0.10810810810810811,1
4.585,77632,1461,1186,0,0,0,0,1,0.32308841714756803,4.8055463301228825,0,0.20321516900247322,1
3.37,12947,12947,1,1,0,0,0,0,0.9963698154012512,2.0,0,0.000154475940372287,1
5.618,4934,451,229,1,1,1,0,44,0.30867450344548036,5.660869565217391,4,0.12910417511147143,1
5.013,3047,71,120,0,0,0,3,6,0.23400065638332787,6.2465753424657535,1,0.21496553987528716,1
4.399,38,37,2,0,0,0,0,1,0.47368421052631576,3.3333333333333335,0,0.18421052631578946,1
4.752,102535,102242,8,1,3,3,3,4,0.24665723899156386,5.9971305595408895,0,0.04732042717120983,1
4.871,129,56,5,2,0,0,0,2,0.3488372093023256,7.333333333333333,1,0.09302325581395349,1
5.527,15834,424,503,2,0,0,4,46,0.30952380952380953,6.225806451612903,39,0.1011115321460149,1
6.022,130152,128725,51,1,0,2,0,8,0.03945386932202348,7.842105263157895,1,0.0014828815538754686,1
5.021,231963,340,5377,15,7,2,40,42,0.23292938960092774,5.833519553072626,522,0.2675168022486345,1
5.146,303,39,20,1,0,0,0,1,0.34983498349834985,4.117647058823529,0,0.09900990099009901,1
6.009,99422,99420,3,0,0,0,0,0,0.035877371205568186,5.0,0,8.046508820985295e-05,1
5.658,69346,1172,1569,8,8,3,8,272,0.2724598390678626,5.008106116433309,54,0.1397485074842096,1
4.58,2421,94,74,0,2,0,0,0,0.22304832713754646,5.2976190476190474,3,0.31433292028087567,1
5.501,50779,1243,1239,7,8,0,6,184,0.28078536402843696,4.7791469194312794,40,0.14504027255361468,1
4.655,10129,888,80,1,0,0,0,2,0.3412972652779149,8.008583690987125,0,0.0354427880343568,1
5.242,1178,72,40,1,0,0,0,23,0.40237691001697795,5.213483146067416,0,0.05263157894736842,1
4.175,226,53,10,0,0,0,0,2,0.6415929203539823,3.142857142857143,0,0.252212389380531,1
5.564,121099,2502,2616,2,11,0,25,450,0.2934210852277888,5.254960914010824,77,0.06084278152585901,1
5.214,1449,121,17,0,0,0,0,1,0.4030365769496204,2.8372093023255816,1,0.012422360248447204,1
4.941,3748,91,130,0,0,0,0,3,0.1424759871931697,6.9,4,0.24786552828175026,1
4.844,43252,43252,1,6,0,15,1,39,0.3653935078146675,8.908771929824562,80,0.0011328955886432998,1
5.759,2906,2906,1,0,0,0,0,0,0.11183757742601515,6.625,1,0.1063317274604267,1
5.344,35670,424,1304,13,6,0,2,13,0.19352396972245584,6.246666666666667,4,0.16431174656574152,1
5.856,2808,2808,1,0,0,0,0,0,0.11574074074074074,7.375,5,0.06481481481481481,1
5.992,136834,39949,2489,6,9,3,21,317,0.2052998523758715,5.984009360374415,55,0.09783387169855445,1
5.761,157366,565,3302,6,13,18,19,656,0.29346872895034504,5.811927877947295,135,0.10697355210147046,1
4.683,39,29,4,1,0,0,0,1,0.358974358974359,8.0,0,0.07692307692307693,1
6.075,171775,1024,3404,6,22,11,12,270,0.19747343909183526,5.914025356576862,155,0.11952263134914859,1
4.921,58,32,5,0,0,0,0,1,0.5344827586206896,3.0,0,0.10344827586206896,1
4.218,539,46,26,1,0,2,0,2,0.21150278293135436,5.928571428571429,0,0.424860853432282,1
5.91,25858,251,327,0,0,0,0,6,0.18624796968056306,5.129032258064516,0,0.02347435996596798,1
5.887,5956,5751,14,1,0,2,0,0,0.111316319677636,4.428571428571429,0,0.004533243787777031,1
5.716,19821,18293,62,1,0,1,0,0,0.015488623177438071,6.7272727272727275,0,0.03541698198879976,1
4.922,86280,86276,3,15,6,0,13,19,0.3581363004172462,7.73029772329247,110,0.002526657394529439,1
5.701,21788,2793,652,0,6,0,2,13,0.18340370846337434,6.273333333333333,4,0.14797136038186157,1
3.365,153295,152971,10,1,0,1,0,0,0.25462017678332627,0.0,0,0.0006197201474281614,1
5.819,86604,130,1192,0,0,0,0,2,0.046510553785044574,8.0,0,0.04152233153203085,1
5.469,136,60,6,0,0,0,0,2,0.40441176470588236,5.25,0,0.08823529411764706,1
5.325,46934,178,1313,11,22,0,5,15,0.33076234712575103,7.112665684830633,109,0.16090680530106105,1
4.35,106,55,4,0,0,0,0,1,0.5943396226415094,4.0,0,0.0660377358490566,1
5.519,66198,785,1524,6,7,2,8,323,0.26870902444182604,4.937138728323699,48,0.18157648267319254,1
5.632,69014,1603,1973,4,8,5,10,31,0.28114585446431156,6.462520821765685,76,0.14215956182803488,1
4.291,233,37,13,0,0,0,0,1,0.26609442060085836,3.4545454545454546,0,0.36909871244635195,1
5.653,2046,114,71,0,1,0,4,9,0.2649071358748778,5.470588235294118,0,0.10899315738025415,1
4.467,94,23,6,0,0,0,0,0,0.24468085106382978,7.0,0,0.26595744680851063,1
5.444,373127,373126,2,2,0,0,0,0,0.04270395870574898,9.96,0,1.876036845363643e-05,1
5.326,41249,1925,749,16,5,1,5,69,0.26136391185240854,6.612431444241317,9,0.16189483381415307,1
5.729,81112,8885,2136,4,19,7,27,268,0.2586670283065391,5.569778633301251,109,0.11588914094092119,1
5.096,53,53,1,0,0,1,0,1,0.41509433962264153,3.3333333333333335,0,0.018867924528301886,1
5.128,165,58,5,1,0,0,1,0,0.40606060606060607,5.0,0,0.06666666666666667,1
6.001,146413,146412,2,1,0,3,0,0,0.03303668390101972,0.0,0,2.048998381291279e-05,1
6.014,93545,93127,17,1,0,2,0,0,0.0372120369875461,5.0,0,0.00029932118231867016,1
6.034,74711,78,1469,0,0,0,0,0,0.034198444673475124,7.461538461538462,0,0.019649047663663984,1
4.903,99,36,5,0,0,1,0,2,0.35353535353535354,4.5,0,0.12121212121212122,1
5.402,131446,1458,2906,3,43,10,13,84,0.2886736758821113,5.7139289678135405,357,0.14111498257839722,1
2.644,653,123,24,0,0,0,0,0,0.9081163859111792,6.888888888888889,0,0.039816232771822356,1
5.979,87316,2107,2248,3,8,4,22,220,0.3366622383068395,5.866354044548652,125,0.1334234275505062,1
4.963,101,46,4,0,0,0,0,1,0.24752475247524752,5.0,0,0.1485148514851485,1
5.406,13041,203,349,0,1,0,1,10,0.3048845947396672,8.539473684210526,15,0.2002913886971858,1
5.221,183,42,8,0,0,0,0,1,0.366120218579235,4.166666666666667,0,0.08196721311475409,1
5.598,56627,540,1635,1,6,1,8,30,0.2974022992565384,5.366666666666666,42,0.14351810973563847,1
4.313,58,26,5,0,0,0,0,1,0.3620689655172414,3.3333333333333335,0,0.29310344827586204,1
5.557,1019,114,28,0,0,0,0,6,0.31305201177625125,6.65,0,0.0971540726202159,1
5.74,137851,5859,2884,8,8,11,13,222,0.2482680575403878,7.734687192924992,339,0.11891099810665139,1
6.025,24753,24589,8,1,0,0,0,0,0.03555124631357815,12.8,3,0.0006867854401486689,1
5.22,307,94,8,0,0,0,1,4,0.44625407166123776,2.9565217391304346,0,0.15309446254071662,1
5.057,37922,388,1124,3,1,1,7,49,0.23002478772216656,6.441371681415929,74,0.27886187437371446,1
6.025,24756,79,322,1,0,2,0,0,0.033648408466634354,0.0,0,0.013006947810631766,1
5.738,11069,120,97,1,0,0,0,0,0.0031619839190532117,9.0,0,0.008763212575661757,1
5.729,80801,8885,2107,4,19,7,27,267,0.25896956720832665,5.567710843373494,109,0.11562975705746216,1
5.444,373115,373114,2,2,0,0,0,0,0.042694611580879886,9.96,0,1.876097181834019e-05,1
6.068,1629,85,20,0,0,0,0,0,0.40085942295887045,6.477611940298507,6,0.07734806629834254,1
4.806,117,63,5,0,0,0,0,1,0.3247863247863248,5.6,0,0.1452991452991453,1
5.765,157791,565,3302,6,13,18,19,656,0.2931536019164591,5.811927877947295,135,0.10669810065212845,1
5.699,170914,3744,3404,4,36,9,14,24,0.26680669810547997,5.722149410222805,378,0.11486478579870578,1
5.023,131,52,7,0,0,2,0,1,0.29770992366412213,2.8,0,0.15267175572519084,1
5.794,3721,1024,5,1,0,1,0,0,0.006987368986831497,0.0,0,0.0016124697661918839,1
4.934,107177,1002,2019,9,9,2,8,294,0.27950026591526167,5.268656716417911,53,0.27657053285686295,1
6.075,134735,39947,2203,7,9,9,14,411,0.2158978736037407,6.18885306310456,44,0.06873492411029057,1
4.829,155,39,14,0,0,0,0,1,0.432258064516129,4.083333333333333,0,0.18064516129032257,1
3.365,153295,152971,10,1,0,1,0,0,0.25462017678332627,0.0,0,0.0006197201474281614,1
5.671,948460,91,11714,1,0,0,0,0,5.798873964110242e-05,9.0,0,0.012375851380132004,1
5.982,2262,977,46,1,0,4,0,2,0.14898320070733864,5.875,0,0.08045977011494253,1
5.218,1469,104,19,1,0,0,0,0,0.40707964601769914,2.8244274809160306,2,0.013614703880190605,1
5.532,74225,482,2141,2,8,4,10,30,0.28498484338160995,6.204273058884836,76,0.14713371505557427,1
5.202,780,312,18,0,1,0,0,4,0.16666666666666666,6.0,0,0.1371794871794872,1
4.567,31,31,1,0,1,0,0,1,0.41935483870967744,9.0,0,0.06451612903225806,1
6.026,74548,50,1465,1,0,2,0,0,0.03311960079411923,8.333333333333334,0,0.01963835381230885,1
3.693,335,171,9,1,0,0,0,2,0.23880597014925373,4.0,0,0.48656716417910445,1
5.766,298786,298709,8,1,0,0,0,0,0.002352854551418072,2.3333333333333335,0,6.024378652279558e-05,1
5.348,30371,634,988,1,7,2,5,16,0.2701261071416812,6.133474576271187,75,0.16403806262553094,1
5.371,239,183,5,1,0,1,0,4,0.3263598326359833,5.0,0,0.06694560669456066,1
5.208,1446,136,16,0,0,0,0,0,0.39903181189488246,2.6481481481481484,0,0.011756569847856155,1
6.005,110834,110655,10,0,0,0,0,0,0.036712561127451866,5.714285714285714,0,0.00017142754028547197,1
5.231,144,67,8,0,0,0,0,1,0.2916666666666667,9.0,0,0.125,1
5.642,74987,436,2165,3,39,4,10,33,0.28519610065744727,6.490683229813665,88,0.14885246776107858,1
5.723,80661,8885,2136,4,19,7,27,260,0.25837765462863094,5.574645129711209,109,0.11617758272275325,1
5.929,309084,30070,6486,9,32,15,21,840,0.24540254429216654,5.882618888144675,287,0.10489381527351788,1
5.004,328,64,18,0,1,0,0,2,0.24390243902439024,6.5,0,0.24390243902439024,1
5.935,121604,39949,1955,5,7,5,12,353,0.19601328903654486,6.0256,34,0.07953685734021908,1
5.935,1325,89,16,0,0,0,0,0,0.37735849056603776,8.565217391304348,15,0.10943396226415095,1
5.583,125521,7487,3877,6,13,7,19,229,0.24007934927223334,5.742158671586716,81,0.16532691740824246,1
6.062,24931,24489,18,1,0,0,0,0,0.04307889775781156,0.0,0,0.008423248164935221,1
5.621,78059,1240,1629,10,8,6,9,389,0.26554273049872534,5.004768392370572,50,0.16191598662550122,1
3.876,41,40,2,0,0,0,0,0,0.975609756097561,2.0,0,0.024390243902439025,1
5.218,1456,123,17,0,0,0,0,0,0.6126373626373627,2.135135135135135,0,0.012362637362637362,1
5.91,134087,134086,2,1,0,1,0,1,0.028101158203256094,8.930232558139535,29,0.0004549285165601438,1
5.529,379,111,11,0,0,0,1,2,0.3087071240105541,2.625,0,0.04221635883905013,1
5.672,229305,120,1901,1,0,0,0,0,0.00015699614051154577,9.0,0,0.008285907415887138,1
4.583,447,361,7,0,0,0,0,0,0.5995525727069351,3.8947368421052633,0,0.020134228187919462,1
5.398,76,67,3,1,0,2,0,0,0.23684210526315788,0.0,0,0.02631578947368421,1
5.591,17665,448,583,0,10,0,4,38,0.2314180583073875,6.5236220472440944,23,0.1360883102179451,1
6.006,134818,134563,7,1,0,0,0,0,0.03237698230206649,10.0,0,0.0002818614725036716,1
5.62,162335,2289,3155,4,36,10,14,24,0.26798903502017435,5.72290737339281,378,0.11884066898697139,1
4.079,56,56,1,0,0,0,0,1,0.6071428571428571,3.3333333333333335,0,0.08928571428571429,1
4.871,129,56,5,2,0,0,0,2,0.3488372093023256,7.333333333333333,1,0.09302325581395349,1
5.642,16304,452,503,2,0,0,4,54,0.3134200196270854,6.163841807909605,39,0.07685230618253189,1
4.59,104,34,5,0,0,0,0,2,0.28846153846153844,7.666666666666667,0,0.19230769230769232,1
5.618,162351,3543,3156,4,36,9,14,24,0.2682644393936594,5.72290737339281,378,0.11918620766117856,1
4.662,1554,73,70,0,0,0,0,1,0.2348777348777349,4.63013698630137,3,0.3667953667953668,1
5.969,882,90,11,1,0,0,0,0,0.36281179138321995,6.56,4,0.12131519274376418,1
5.926,1542,91,18,0,0,0,0,0,0.3858625162127108,7.0344827586206895,11,0.12710765239948119,1
5.673,614693,91,7688,1,0,0,0,0,8.947555934425802e-05,9.0,0,0.01254610024841669,1
5.351,3533,3532,2,1,0,0,0,0,0.21737899801868102,17.0,23,0.026889329181998302,1
6.023,73854,107,962,1,0,2,0,0,0.03547539740569231,5.0,0,0.01305277980881198,1
5.994,8908,7862,31,0,0,0,0,0,0.3087112707678491,7.8545454545454545,0,0.05466995958688819,1
5.541,227683,1531,4255,3,34,18,35,209,0.2597822410983692,5.776302349336057,151,0.11353943860542948,1
5.945,233634,31483,3854,4,56,12,16,90,0.21205817646404204,5.756278831368529,386,0.0908686235736237,1
5.229,1466,112,18,0,0,0,0,0,0.6132332878581174,2.1130434782608694,0,0.01296043656207367,1
6.012,38266,38178,6,1,0,2,0,0,0.0322218157110751,6.666666666666667,0,0.0004703914702346731,1
4.718,12363,11354,36,0,0,0,0,2,0.3290463479737928,6.201127819548872,0,0.053465987219930435,1
4.674,11133,1010,79,1,0,0,0,2,0.3083625258241265,7.838012958963283,0,0.032156651396748406,1
4.756,101145,100852,8,0,3,2,3,4,0.24773345197488753,5.997122302158274,0,0.04792130110237777,1
6.002,74195,74186,3,1,0,4,0,0,0.03314239504009704,0.0,0,2.695599433924119e-05,1
2.869,1106,119,36,0,0,0,0,1,0.9177215189873418,3.0172413793103448,0,0.05605786618444846,1
5.423,379,52,29,1,0,0,0,5,0.40897097625329815,5.666666666666667,0,0.17150395778364116,1
4.38,116,116,1,1,0,0,0,0,0.4396551724137931,8.0,0,0.11206896551724138,1
4.77,275394,275384,4,2,14,2,21,153,0.31475631277369875,8.599605522682445,290,0.010465006499778499,1
6.14,344130,64246,4709,6,29,30,36,327,0.13834597390521025,5.95573566084788,126,0.059210182198587744,1
6.135,25983,24524,6,0,0,1,0,0,0.05888465535157603,0.0,0,0.0005388138398183428,1
5.112,1476,104,19,0,0,0,0,0,0.5094850948509485,2.3533834586466167,0,0.013550135501355014,1
5.919,116105,39949,1856,5,7,5,10,299,0.1899315274966625,5.943863511282333,71,0.07661168769648163,1
5.246,1466,118,18,0,0,0,0,0,0.5081855388813097,2.1709401709401708,0,0.01296043656207367,1
5.345,316,53,12,0,0,0,0,2,0.7310126582278481,3.142857142857143,0,0.18354430379746836,1
4.985,4121,91,143,0,0,0,0,6,0.1475370055811696,7.3076923076923075,8,0.2487260373695705,1
5.386,240,137,4,0,0,0,0,3,0.2708333333333333,9.0,0,0.025,1
4.404,25,25,1,1,0,0,0,1,0.48,6.0,0,0.04,1
2.749,419,419,1,0,0,0,0,0,0.14081145584725538,6.0,0,0.639618138424821,1
3.75,16,15,2,0,0,0,0,1,0.6875,5.0,0,0.0625,1
5.579,2803,349,67,0,4,0,0,15,0.2914734213342847,6.269230769230769,1,0.07920085622547271,1
6.176,1492,84,20,0,0,0,0,0,0.396112600536193,7.064516129032258,11,0.0596514745308311,1
6.079,883,88,11,1,0,0,0,0,0.33861834654586637,8.48,10,0.09399773499433749,1
5.919,116105,39949,1856,5,7,5,10,299,0.1899315274966625,5.943863511282333,71,0.07661168769648163,1
6.138,1247,84,16,0,0,0,0,0,0.4186046511627907,6.6521739130434785,6,0.07457898957497995,1
4.42,477,185,8,1,0,0,0,0,0.42348008385744235,5.894736842105263,4,0.07756813417190776,1
5.041,1456,121,17,0,0,0,0,1,0.6126373626373627,2.8956043956043955,2,0.012362637362637362,1
5.419,818,114,36,1,0,0,0,1,0.3471882640586797,3.847826086956522,0,0.1356968215158924,1
4.944,80,28,6,1,0,1,0,1,0.3375,3.0,0,0.1625,1
4.765,51,41,4,0,0,0,0,1,0.35294117647058826,6.0,0,0.13725490196078433,1
5.04,17659,126,419,0,1,0,2,8,0.2288351548785322,5.692073170731708,6,0.24469109236083583,1
6.038,100940,160,648,0,0,0,0,0,0.03612046760451754,5.0,0,0.008054289677035862,1
5.459,13465,424,352,0,1,0,1,10,0.30085406609728926,8.539473684210526,15,0.19428147047901967,1
5.899,135612,39949,2474,6,9,3,21,317,0.197430905819544,5.984393289114319,55,0.1031693360469575,1
